ANO;nome_uc;qtde_polygons_prodes;sum_area_prodes_ha;qdte_polygons_mapbiomas_alertas;sum_area_mapbiomas_alertas_ha;qdte_firms_modis;qdte_firms_j1_viirs;qdte_firms_suomi_viirs;sum_area_total_ha;cluster;risk_level;risk_category;processado
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL NATUREZA VIVA BRF;9;15.2811213643643;0;0.0;0;0;0;15.2811213643643;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PALEOTOCA SERRA LAURENTINO;1;1.4442920211639;0;0.0;0;0;0;1.4442920211639;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PARQUE DAS ARAUCÁRIAS;4;7.6871720245163;0;0.0;0;0;0;7.6871720245163;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PARQUE DAS BORBOLETAS;4;6.3721321885987;0;0.0;0;0;0;6.3721321885987;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PICO DA BANDEIRA;1;1.8854294392162;0;0.0;0;0;0;1.8854294392162;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL PROF. YARA C. NICOLETTI;3;6.2053967326213;0;0.0;0;0;0;6.2053967326213;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL RESERVA AMBIENTAL S. SANTOS;1;1.6628126826806;0;0.0;0;0;0;1.6628126826806;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARAUCÁRIA;5;10.7900950249801;0;0.0;0;2;0;10.7900950249801;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BUTIA;8;54.0242024866721;0;0.0;0;0;0;54.0242024866721;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA TEREZINHA;2;3.2644167249927;0;0.0;1;0;0;3.2644167249927;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESCER;1;1.4083725509574;0;0.0;0;0;0;1.4083725509574;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRANDE FLORESTA DAS ARAUCÁRIAS;1;1.6340759917787;0;0.0;3;0;0;1.6340759917787;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRUTINHA;3;4.1339666659317;0;0.0;0;0;0;4.1339666659317;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JORGE LUIZ ORSI;3;4.1339666659317;0;0.0;0;0;0;4.1339666659317;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA;6;13.9160808595352;2;7.109999999999999;0;0;0;21.0260808595352;2;1;medio;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS;1;1.6000191446803;0;0.0;0;0;0;1.6000191446803;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DOS ZIMBROS;1;1.1341012178001;0;0.0;0;0;0;1.1341012178001;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ODIR ZANELATTO;5;8.7101086843807;0;0.0;0;0;0;8.7101086843807;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAPAGAIOS-DE-ALTITUDE;2;2.8587283025919;0;0.0;0;0;0;2.8587283025919;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM;1;1.0731092906529;1;1.21;0;0;0;2.2831092906529;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM II;0;0.0;1;1.21;0;0;0;1.21;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL ÁGUA BRANCA;1;1.6781588697752;0;0.0;0;0;0;1.6781588697752;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO FRANCO;1;1.4314008970092;0;0.0;0;0;0;1.4314008970092;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMA LUNA;1;1.2162143068359;0;0.0;0;0;0;1.2162143068359;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMA LUNA I;1;1.2162143068359;0;0.0;0;0;0;1.2162143068359;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO DE LUAR;2;2.0647015815616;0;0.0;0;0;0;2.0647015815616;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RASO DO MANDI;5;8.6003148033295;0;0.0;0;0;0;8.6003148033295;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RASO DO MANDI II;4;6.764788663583801;0;0.0;0;0;0;6.764788663583801;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO MACUCO;4;7.690465411528799;0;0.0;0;0;0;7.690465411528799;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CARAGUATÁ I;2;2.8217274130976;0;0.0;0;0;0;2.8217274130976;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CARAGUATÁ II;1;1.4795142478131;0;0.0;0;0;0;1.4795142478131;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CARAGUATÁ III;1;1.8124090574613;0;0.0;0;0;0;1.8124090574613;0;0;baixo;
